id,name,name_aliases,region,location_type,scene_tags,rest_quality,wifi_quality,hazard_tags,npc_tags,loot_tags,flavor_text,mechanical_hooks,quest_hooks,version,is_active
location_cat_cafe_tokyo,Cat Cafe (Tokyo),,tokyo,cafe,cafe;wifi;waiting,1,3,queue;guilt_tip,barista;digital_nomad,free_coffee;wifi_password,Cat Cafe (Tokyo) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use queue;guilt_tip as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Cat Cafe (Tokyo): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_peoples_park_shanghai,People's Park (Shanghai),,shanghai,urban,street;public;chaos,0,2,traffic;embarrassment,tourist;creator,viral_clip;street_food,People's Park (Shanghai) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use traffic;embarrassment as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at People's Park (Shanghai): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_itaewon_roppongi_sukhumvit,Itaewon/Roppongi/Sukhumvit,,city,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Itaewon/Roppongi/Sukhumvit looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Itaewon/Roppongi/Sukhumvit: favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_hidden_location_any_city,Hidden Location (Any City),,city,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Hidden Location (Any City) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Hidden Location (Any City): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_yongkang_street_taipei,Yongkang Street (Taipei),,taipei,urban,street;public;chaos,0,2,traffic;embarrassment,tourist;creator,viral_clip;street_food,Yongkang Street (Taipei) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use traffic;embarrassment as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Yongkang Street (Taipei): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_shilin_night_market_taipei,Shilin Night Market (Taipei),,taipei,market,market;food;crowd,0,2,crowd;temptation,vendor;hipster,fresh_bread;rare_ingredient,Shilin Night Market (Taipei) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use crowd;temptation as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Shilin Night Market (Taipei): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_anywhere_taipei,Anywhere (Taipei),,taipei,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Anywhere (Taipei) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Anywhere (Taipei): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_hsinchu_science_park_taiwan,Hsinchu Science Park (Taiwan),,city,urban,street;public;chaos,0,2,traffic;embarrassment,tourist;creator,viral_clip;street_food,Hsinchu Science Park (Taiwan) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use traffic;embarrassment as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Hsinchu Science Park (Taiwan): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_zhongxiao_dunhua_taipei,Zhongxiao Dunhua (Taipei),,taipei,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Zhongxiao Dunhua (Taipei) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Zhongxiao Dunhua (Taipei): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_highway_rest_stop_taiwan,Highway Rest Stop (Taiwan),,city,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Highway Rest Stop (Taiwan) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Highway Rest Stop (Taiwan): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_beitou_hot_springs_taipei,Beitou Hot Springs (Taipei),,taipei,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Beitou Hot Springs (Taipei) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Beitou Hot Springs (Taipei): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_longshan_temple_taipei,Longshan Temple (Taipei),,taipei,retreat,wellness;quiet;self_work,1,2,withdrawal;oversharing,yoga_teacher;life_coach,inner_peace;tea,Longshan Temple (Taipei) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use withdrawal;oversharing as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Longshan Temple (Taipei): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_ningxia_night_market_taipei,Ningxia Night Market (Taipei),,taipei,market,market;food;crowd,0,2,crowd;temptation,vendor;hipster,fresh_bread;rare_ingredient,Ningxia Night Market (Taipei) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use crowd;temptation as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Ningxia Night Market (Taipei): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_cashbox_ktv_taipei,Cashbox KTV (Taipei),,taipei,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Cashbox KTV (Taipei) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Cashbox KTV (Taipei): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_any_family_mart_taiwan,Any Family Mart (Taiwan),,city,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Any Family Mart (Taiwan) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Any Family Mart (Taiwan): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_tianmu_baseball_stadium_taipei,Tianmu Baseball Stadium (Taipei),,taipei,arena,combat;training;spectacle,0,2,exhaustion;injury,trainer;spectator,bandages;respect,Tianmu Baseball Stadium (Taipei) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use exhaustion;injury as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Tianmu Baseball Stadium (Taipei): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_wulai_taiwan,Wulai (Taiwan),,city,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Wulai (Taiwan) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Wulai (Taiwan): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_huashan_1914_taipei,Huashan 1914 (Taipei),,taipei,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Huashan 1914 (Taipei) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Huashan 1914 (Taipei): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_daan_district_taipei,Da'an District (Taipei),,taipei,urban,street;public;chaos,0,2,traffic;embarrassment,tourist;creator,viral_clip;street_food,Da'an District (Taipei) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use traffic;embarrassment as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Da'an District (Taipei): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_shibuya_crossing_tokyo,Shibuya Crossing (Tokyo),,tokyo,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Shibuya Crossing (Tokyo) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Shibuya Crossing (Tokyo): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_full_moon_party_thailand,Full Moon Party (Thailand),,city,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Full Moon Party (Thailand) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Full Moon Party (Thailand): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_xintiandi_shanghai,Xintiandi (Shanghai),,shanghai,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Xintiandi (Shanghai) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Xintiandi (Shanghai): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_jingan_gym_shanghai,Jing'an Gym (Shanghai),,shanghai,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Jing'an Gym (Shanghai) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Jing'an Gym (Shanghai): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_apgujeong_seoul,Apgujeong (Seoul),,seoul,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Apgujeong (Seoul) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Apgujeong (Seoul): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_raohe_night_market_taipei,Raohe Night Market (Taipei),,taipei,market,market;food;crowd,0,2,crowd;temptation,vendor;hipster,fresh_bread;rare_ingredient,Raohe Night Market (Taipei) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use crowd;temptation as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Raohe Night Market (Taipei): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_jiaoxi_taiwan,Jiaoxi (Taiwan),,city,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Jiaoxi (Taiwan) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Jiaoxi (Taiwan): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
